
			% of U.S. teens ages 13 to 17 who say they visit or use the following apps or sites …

			,Almost constantly,Several times a day,About once a day,Several times a week,Less often,Do not use,NET Daily
		YouTube,15%,39%,18%,11%,6%,10%,73%
		TikTok,16%,34%,7%,4%,2%,36%,57%
		Snapchat,13%,27%,8%,5%,3%,44%,48%
		Instagram,12%,28%,10%,7%,4%,39%,50%
		Facebook,3%,10%,8%,6%,6%,67%,20%
		
		Note: Figures may not add up to NET values due to rounding. Those who did not give an answer are not shown.
		Source: Survey of U.S. teens conducted Sept. 18-Oct. 10, 2024.
		PEW RESEARCH CENTER
